1230306,2022-01-09,Round 20,Nantes,0,Monaco,0,https://www.thesportsdb.com/images/media/event/thumb/g6wyjd1625166572.jpg
1230310,2022-01-14,Round 21,Nice,2,Nantes,1,https://www.thesportsdb.com/images/media/event/thumb/zn4ygc1625166574.jpg
1230311,2022-01-15,Round 21,Paris SG,2,Brest,0,https://www.thesportsdb.com/images/media/event/thumb/faoqyy1625166575.jpg
1230314,2022-01-15,Round 21,St Etienne,1,Lens,2,https://www.thesportsdb.com/images/media/event/thumb/42chsg1625166576.jpg
1230307,2022-01-16,Round 21,Lorient,0,Angers,0,https://www.thesportsdb.com/images/media/event/thumb/jpkb6l1625166573.jpg
1230308,2022-01-16,Round 21,Marseille,1,Lille,1,https://www.thesportsdb.com/images/media/event/thumb/jvvip31625166573.jpg
1230309,2022-01-16,Round 21,Monaco,4,Clermont Foot,0,https://www.thesportsdb.com/images/media/event/thumb/795zcm1625166574.jpg
1230312,2022-01-16,Round 21,Stade de Reims,0,Metz,1,https://www.thesportsdb.com/images/media/event/thumb/vtlx7y1625166575.jpg
1230313,2022-01-16,Round 21,Rennes,6,Bordeaux,0,https://www.thesportsdb.com/images/media/event/thumb/cvd5y71627321465.jpg
1230315,2022-01-16,Round 21,Strasbourg,3,Montpellier,1,https://www.thesportsdb.com/images/media/event/thumb/9yqemr1625166577.jpg
1230316,2022-01-16,Round 21,Troyes,0,Lyon,1,https://www.thesportsdb.com/images/media/event/thumb/pumyr71625166578.jpg
1230288,2022-01-19,Round 19,Clermont Foot,0,Strasbourg,2,https://www.thesportsdb.com/images/media/event/thumb/w67cfo1625166563.jpg
1230302,2022-01-19,Round 20,Lille,3,Lorient,1,https://www.thesportsdb.com/images/media/event/thumb/mxhur21625166570.jpg
